City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,thabazimbi,-24.5917,27.4116,18.27,64,0,3.38,ZA,1730421148
291,mrakovo,52.7161,56.6244,2.14,96,100,5.54,RU,1730421149
292,'ain el hadjar,34.7585,0.1453,13.61,41,0,1.77,DZ,1730421150
293,magistral'nyy,56.1725,107.4458,-2.35,79,100,1.25,RU,1730421151
294,nova vicosa,-17.8919,-39.3719,23.1,88,100,2.05,BR,1730421152
295,leirvik,59.7798,5.5005,12.57,84,100,9.45,NO,1730421153
296,rongelap,11.1635,166.8941,28.31,78,57,4.7,MH,1730421154
297,kembe,4.6228,21.8865,21.01,98,98,0.88,CF,1730421155
298,enewetak,11.3474,162.3373,28.66,77,37,6.64,MH,1730421156
299,lamu,-2.2717,40.902,25.29,85,41,5.76,KE,1730420913
300,bukama,-9.2,25.85,21.58,96,100,1.02,CD,1730421158
301,parham,17.0968,-61.7705,26.13,77,75,1.54,AG,1730421159
302,yangambi,0.8102,24.4336,20.44,99,100,1.08,CD,1730421160
303,howrah,22.5892,88.3103,27.0,89,40,1.54,IN,1730421161
304,uttar char fasson,22.2332,90.7132,26.19,81,83,2.71,BD,1730421162
305,mhamid,29.82,-5.72,18.59,30,0,1.49,MA,1730421164
306,tangalle,6.024,80.7911,25.39,89,100,2.28,LK,1730421165
307,mount isa,-20.7333,139.5,28.87,51,0,4.63,AU,1730421007
308,chui,-33.6971,-53.4616,18.93,84,100,6.58,UY,1730421167
309,camapua,-19.5314,-54.0439,24.3,61,18,1.41,BR,1730421168
310,ataq,14.5377,46.8319,19.34,55,4,3.59,YE,1730421169
311,muroto-misakicho,33.2833,134.15,24.14,78,100,6.34,JP,1730421170
312,alva,56.1528,-3.8051,9.85,95,100,5.09,GB,1730421171
313,newman,37.3138,-121.0208,17.8,46,73,3.13,US,1730421172
314,maturin,9.75,-63.1767,28.91,79,1,2.06,VE,1730421173
315,solleftea,63.1667,17.2667,-0.08,97,100,2.01,SE,1730421174
316,lorengau,-2.0226,147.2712,28.38,77,93,1.43,PG,1730421175
317,naqadeh,36.9553,45.388,8.8,42,5,0.5,IR,1730421176
318,alice springs,-23.7,133.8833,32.75,10,67,7.72,AU,1730420904
319,bariri,-22.0744,-48.7403,21.82,69,72,5.78,BR,1730421179
320,chabahar,25.2919,60.643,26.94,68,0,1.62,IR,1730421180
321,sterlibashevo,53.4376,55.2578,1.51,83,100,8.44,RU,1730421181
322,vila velha,-20.3297,-40.2925,22.75,92,75,1.54,BR,1730421182
323,sialkot,32.5101,74.5431,17.72,83,0,0.0,PK,1730421183
324,two rivers,44.1539,-87.5693,8.07,74,100,9.26,US,1730421184
325,aginskoye,51.1,114.53,-2.12,65,1,2.15,RU,1730421185
326,puerto baquerizo moreno,-0.9,-89.6,20.58,82,100,6.15,EC,1730421186
327,labytnangi,66.6572,66.4183,-0.48,93,100,7.81,RU,1730421187
328,sebastopol,44.6,33.5333,13.33,56,100,2.71,UA,1730421188
329,lagoa,39.05,-27.9833,20.3,89,100,12.87,PT,1730421189
330,galesong,-5.3166,119.3661,29.63,65,32,1.53,ID,1730421190
331,balao,-2.9167,-79.8167,21.67,85,87,3.72,EC,1730421191
332,bardai,11.65,7.2333,19.4,25,57,3.39,NG,1730421192
333,fortuna,40.5982,-124.1573,14.4,84,100,3.09,US,1730421193
334,panadura,6.7132,79.9026,26.13,84,100,0.47,LK,1730421194
335,mirnyy,62.5353,113.9611,-17.32,98,96,0.69,RU,1730421196
336,ndofane,13.9167,-15.9333,26.18,72,87,3.33,SN,1730421197
337,makoua,0.0069,15.6333,21.64,95,100,0.48,CG,1730421198
338,saudarkrokur,65.7461,-19.6394,-8.87,93,8,6.05,IS,1730421199
339,twon-brass,4.3151,6.2418,26.49,84,76,3.78,NG,1730421200
340,st. paul,44.9444,-93.0933,3.14,93,100,4.63,US,1730421040
341,nieuw amsterdam,5.8833,-55.0833,25.91,86,7,4.24,SR,1730421202
342,karratha,-20.7377,116.8463,36.17,20,0,6.66,AU,1730421186
343,el nido,11.1858,119.3956,28.97,82,100,0.89,PH,1730421204
344,yerofey pavlovich,53.9667,121.9667,-2.68,86,96,0.93,RU,1730421205
345,wellington,-41.2866,174.7756,17.81,75,75,11.32,NZ,1730421142
346,east london,-33.0153,27.9116,16.45,84,65,5.0,ZA,1730421207
347,coquimbo,-29.9533,-71.3436,14.85,81,75,2.57,CL,1730421208
348,remire-montjoly,4.9167,-52.2667,27.02,83,0,2.57,GF,1730420928
349,mountain home,43.133,-115.6912,8.71,54,40,2.57,US,1730421210
350,grand falls-windsor,48.9332,-55.6649,9.72,92,100,3.0,CA,1730421211
351,banda aceh,5.5577,95.3222,27.78,71,60,4.72,ID,1730421212
352,igbo-ora,7.4333,3.2833,24.1,88,5,1.08,NG,1730421214
353,mitu,1.1983,-70.1733,25.12,78,39,0.92,CO,1730421215
354,kodiak,57.79,-152.4072,3.73,87,100,6.69,US,1730421216
355,happy valley-goose bay,53.3168,-60.3315,1.17,75,40,3.6,CA,1730421217
356,anloga,5.7947,0.8973,26.62,84,14,3.4,GH,1730421218
357,gevgelija,41.1392,22.5025,13.65,68,0,3.06,MK,1730421219
358,weno,7.4515,151.8468,28.97,84,100,3.6,FM,1730421220
359,sitka,57.0531,-135.33,8.94,76,100,0.0,US,1730421137
360,crest,44.7284,5.0272,11.9,86,0,1.08,FR,1730421222
361,el fasher,13.6279,25.3494,23.39,20,100,2.99,SD,1730421223
362,bamboo flat,11.7,92.7167,25.05,100,68,0.0,IN,1730421224
363,tralee,52.2704,-9.7026,12.11,79,100,1.43,IE,1730421225
364,malpe,13.35,74.7167,24.27,92,72,1.64,IN,1730421226
365,bac lieu,9.285,105.7244,28.21,80,100,4.14,VN,1730421227
366,am timan,11.0297,20.2827,23.46,30,98,1.57,TD,1730421228
367,balotra,25.8333,72.2333,26.04,32,0,1.85,IN,1730421229
368,vorgashor,67.5833,63.95,-1.73,85,81,9.98,RU,1730421231
369,sisimiut,66.9395,-53.6735,-0.9,67,100,8.73,GL,1730421232
370,thunder bay,48.4001,-89.3168,2.99,55,75,3.09,CA,1730421233
371,pacific grove,36.6177,-121.9166,15.37,87,0,3.09,US,1730421234
372,santa rosalia,27.3167,-112.2833,18.98,53,19,0.49,MX,1730421235
373,prineville,44.2999,-120.8345,8.39,64,75,6.17,US,1730421236
374,revda,56.801,59.9303,0.5,95,100,5.81,RU,1730421145
375,phan rang-thap cham,11.5667,108.9833,26.7,80,100,0.8,VN,1730421238
376,samux,40.7647,46.4085,11.56,66,20,5.14,AZ,1730421239
377,yeniseysk,58.4497,92.1703,-3.23,78,87,2.47,RU,1730421240
378,daru,-9.0763,143.2092,27.27,72,100,3.81,PG,1730421241
379,aykol,38.1751,77.2132,7.53,43,1,1.26,CN,1730421242
380,prado,-17.3411,-39.2208,22.78,91,100,0.95,BR,1730421243
381,khandyga,62.6667,135.6,-17.95,89,100,0.4,RU,1730421244
382,laayoune,27.1622,-13.2032,17.19,100,0,5.14,EH,1730421245
383,san pedro pochutla,15.7333,-96.4667,28.84,92,100,2.04,MX,1730421246
384,nehe,48.4833,124.8333,4.72,74,100,2.36,CN,1730421247
385,berezovyy,51.6667,135.7,1.12,53,25,1.11,RU,1730421249
386,new norfolk,-42.7826,147.0587,12.73,45,95,4.33,AU,1730421250
387,talcahuano,-36.7167,-73.1167,12.82,88,100,3.09,CL,1730421251
388,kuching,1.55,110.3333,27.8,90,20,0.51,MY,1730421252
389,kosonsoy,41.2561,71.5508,8.08,40,100,3.1,UZ,1730421253
390,peniche,39.3558,-9.3811,15.81,95,100,4.8,PT,1730421254
391,zhob,31.3411,69.4481,15.22,17,78,2.97,PK,1730421255
392,sodra sandby,56.5667,16.6167,13.27,85,100,11.28,SE,1730421256
393,sinabang,2.4803,96.3801,27.02,79,100,0.79,ID,1730421257
394,tharangambadi,11.0319,79.8528,26.01,83,100,0.59,IN,1730421258
395,shubarkuduk,49.1447,56.4872,7.25,85,100,9.64,KZ,1730421260
396,male,4.1748,73.5089,28.97,74,20,2.57,MV,1730421261
397,hafnarfjordur,64.0671,-21.9377,1.93,48,100,6.69,IS,1730421262
398,jayapura,-2.5333,140.7,29.66,74,33,1.56,ID,1730421263
399,pontiac,42.6389,-83.2911,18.28,77,75,6.69,US,1730421034
400,nar'yan-mar,67.6713,53.087,0.61,97,100,9.58,RU,1730421265
401,guelendeng,10.9176,15.5501,22.88,20,100,2.67,TD,1730421266
402,alpena,45.0617,-83.4327,17.18,78,20,4.02,US,1730421267
403,alotau,-10.3069,150.4462,31.3,50,100,2.02,PG,1730421268
404,general conesa,-40.1,-64.4333,22.26,57,16,8.83,AR,1730421269
405,federacion,-31.0062,-57.8996,23.25,64,100,3.52,AR,1730421270
406,magong,23.5654,119.5863,25.74,83,100,8.45,TW,1730421271
407,nova sintra,14.8667,-24.7167,26.93,76,100,2.48,CV,1730421272
408,puerto cabezas,14.0351,-83.3888,23.93,95,100,1.58,NI,1730421273
409,chita,52.0333,113.55,-9.06,93,40,1.0,RU,1730421274
410,al jawf,29.5,38.75,18.95,44,22,4.8,SA,1730421275
411,al majaridah,19.1236,41.9111,28.04,69,1,0.06,SA,1730421276
412,fort mcmurray,56.7268,-111.381,-2.23,86,100,3.6,CA,1730421278
413,saint-philippe,-21.3585,55.7679,22.26,86,64,6.1,RE,1730421279
414,al bawiti,28.3492,28.8659,16.3,73,0,2.86,EG,1730421280
415,punta del este,-34.9667,-54.95,17.15,96,0,3.13,UY,1730421281
416,aromashevo,56.8602,68.6375,0.82,87,100,6.34,RU,1730421282
417,zyryanovsk,49.7386,84.2719,0.19,85,100,0.31,KZ,1730421283
418,machiques,10.0644,-72.545,26.74,79,100,1.4,VE,1730421284
419,nagqu,31.5,92.0,-3.4,25,34,1.39,CN,1730421285
420,sabzevar,36.2126,57.6819,13.52,39,55,0.89,IR,1730421286
421,nuevo casas grandes,30.4167,-107.9167,16.74,27,20,1.73,MX,1730421287
422,pervomayskoye,43.919,46.7102,12.75,67,69,4.26,RU,1730421288
423,angaur state,6.906,134.13,28.59,74,52,4.02,PW,1730421289
424,hithadhoo,-0.6,73.0833,27.64,57,10,0.44,MV,1730421290
425,floro,61.5996,5.0328,8.98,87,100,13.38,NO,1730421292
426,buta,2.7858,24.73,20.56,100,87,0.61,CD,1730421293
427,hirna,9.2167,41.1,16.41,87,99,0.89,ET,1730421294
428,ghat,24.9647,10.1728,21.23,29,7,1.69,LY,1730421295
429,uzgen,40.7699,73.3007,8.34,47,100,1.65,KG,1730421296
430,solok,-0.7918,100.6593,25.84,78,100,0.79,ID,1730421297
431,mejit,10.2753,170.8646,28.45,75,26,3.4,MH,1730421298
432,belmonte,-15.8631,-38.8828,23.44,88,100,0.87,BR,1730421299
433,carnarvon,-24.8667,113.6333,24.97,66,0,5.15,AU,1730421300
434,cannonvale,-20.2833,148.7,25.66,61,100,6.38,AU,1730421301
435,reuleuet,5.2167,96.2833,27.5,63,100,0.73,ID,1730421302
436,dej,47.15,23.8667,9.4,95,100,0.87,RO,1730421303
437,road town,18.4167,-64.6167,24.93,80,100,7.62,VG,1730421304
438,balikesir,39.75,28.0,7.98,93,0,1.03,TR,1730421305
439,hammerfest,70.6634,23.6821,1.25,69,75,6.17,NO,1730421307
440,narrabri,-30.3167,149.7833,29.18,32,0,0.89,AU,1730421308
441,palangkaraya,-2.2,113.8333,26.27,87,100,1.53,ID,1730421309
442,petropavlovsk-kamchatsky,53.0452,158.6483,1.33,41,0,8.0,RU,1730421310
443,nichinan,31.6,131.3667,21.81,93,99,2.83,JP,1730421311
444,vorkuta,67.5,64.0,-1.4,85,78,10.26,RU,1730421312
445,labrador city,52.9463,-66.9114,-2.12,65,40,31.29,CA,1730421313
446,dauphin,51.1494,-100.0502,4.08,65,75,1.54,CA,1730421314
447,tadine,-21.55,167.8833,25.83,52,4,3.81,NC,1730421143
448,deqen,29.9618,90.7188,2.14,33,0,1.35,CN,1730421316
449,taro,-8.3862,115.28,27.79,65,99,0.12,ID,1730421317
450,marsh harbour,26.5412,-77.0636,25.86,68,80,9.54,BS,1730421318
451,camana,-16.6228,-72.7111,18.05,86,0,3.04,PE,1730421319
452,tokar,18.4254,37.729,29.65,68,3,2.71,SD,1730421320
453,khagrachhari,23.1,91.9667,22.75,87,5,0.38,BD,1730421321
454,pokhara,28.2333,83.9833,17.36,87,36,1.09,NP,1730421322
455,san patricio,28.017,-97.5169,26.97,74,2,3.41,US,1730421323
456,villamontes,-21.25,-63.5,21.08,93,100,2.95,BO,1730421325
457,bethanie,-26.4833,17.15,21.55,20,6,0.9,NA,1730421326
458,salinopolis,-0.6136,-47.3561,26.57,76,33,6.7,BR,1730421327
459,malango,-2.9627,119.9001,27.1,63,40,1.1,ID,1730421328
460,chardara,41.2547,67.9692,11.62,58,100,2.77,KZ,1730421329
461,kristiansund,63.1115,7.732,5.63,93,100,0.51,NO,1730421330
462,n'zeto,-7.2312,12.8666,24.85,83,78,2.52,AO,1730421331
463,fale old settlement,-9.3852,-171.2468,28.39,68,18,3.28,TK,1730421333
464,olinda,-8.0089,-34.8553,26.85,69,20,3.09,BR,1730421334
465,torrevieja,37.9787,-0.6822,19.58,78,7,0.89,ES,1730421335
466,niederkruchten,51.2,6.2167,8.43,95,0,2.47,DE,1730421336
467,hassi messaoud,31.6804,6.0729,20.92,52,0,1.03,DZ,1730421337
468,sao miguel do araguaia,-13.275,-50.1628,21.71,87,100,2.6,BR,1730421338
469,kaga bandoro,6.9896,19.1874,21.24,93,98,1.51,CF,1730421339
470,kolonia town,6.964,158.206,30.0,74,100,2.57,FM,1730421340
471,kete krachi,7.7939,-0.0498,26.87,74,9,3.21,GH,1730421341
472,arish,31.1316,33.7984,19.22,68,0,1.63,EG,1730421342
473,kodinsk,58.6881,99.1844,-3.71,96,100,1.46,RU,1730421343
474,isangel,-19.55,169.2667,29.06,65,75,2.57,VU,1730421344
475,nhamunda,-2.1861,-56.7131,26.24,74,28,1.92,BR,1730421345
476,machico,32.7,-16.7667,19.84,82,20,2.06,PT,1730421346
477,dawei,14.0833,98.2,26.02,89,26,1.37,MM,1730421347
478,tymovskoye,50.8456,142.655,1.15,52,4,1.82,RU,1730421349
479,batken,39.8333,71.0,2.54,43,100,2.96,KG,1730421350
480,nishiwaki,34.9833,134.9667,19.87,76,100,0.58,JP,1730421351
481,sudak,44.85,34.9667,11.32,76,100,2.58,UA,1730421096
482,asau,46.4333,26.4,8.87,90,100,2.57,RO,1730421353
483,zyrya,40.3661,50.2917,10.05,76,3,5.49,AZ,1730421354
484,nevada,39.2502,-116.7512,2.4,48,6,3.81,US,1730421355
485,tabuk,17.4189,121.4443,28.07,78,66,2.84,PH,1730421356
486,sotkamo,64.1333,28.4167,-2.53,82,7,2.62,FI,1730421357
487,inhambane,-23.865,35.3833,21.16,79,9,3.16,MZ,1730421358
488,blanchard,35.1378,-97.6581,15.05,67,0,2.64,US,1730421359
489,el calafate,-50.3408,-72.2768,11.77,72,100,2.95,AR,1730421360
490,mwene-ditu,-7.0,23.45,18.0,95,100,1.77,CD,1730421361
491,ngoro,-7.6839,112.258,29.88,63,85,1.47,ID,1730421362
492,camara de lobos,32.6333,-16.9667,19.84,79,20,2.06,PT,1730421363
493,mendi,-6.1761,143.6513,19.21,70,73,1.95,PG,1730421364
494,robore,-18.3333,-59.75,28.44,45,50,1.97,BO,1730421365
495,chegdomyn,51.1167,133.0167,-0.33,45,100,0.81,RU,1730421367
496,kolwezi,-10.7148,25.4667,16.9,96,100,2.5,CD,1730421368
497,genhe,50.7833,121.5167,-0.66,82,100,2.05,CN,1730421369
498,lubao,14.9167,120.55,27.84,80,100,1.31,PH,1730421370
499,cabo san lucas,22.8909,-109.9124,28.17,61,0,4.12,MX,1730421275
500,ulladulla,-35.35,150.4667,16.7,72,85,3.55,AU,1730421372
501,kruisfontein,-34.0033,24.7314,13.82,93,6,1.78,ZA,1730421373
502,fada,7.25,4.0667,23.14,98,16,0.23,NG,1730421374
503,nizhneudinsk,54.9076,99.0276,-2.42,70,100,2.41,RU,1730421375
504,dalbandin,28.8947,64.4101,18.89,28,0,2.12,PK,1730421376
505,beius,46.6667,22.35,10.44,91,93,0.79,RO,1730421377
506,erzincan,39.75,39.5,-2.39,86,0,1.03,TR,1730421378
507,zhigalovo,54.8097,105.1578,-0.93,76,100,1.11,RU,1730421379
508,mount pleasant,32.7941,-79.8626,22.77,85,0,2.57,US,1730421380
509,metzingen,48.5369,9.2833,10.42,85,100,1.54,DE,1730421381
510,da nang,16.0678,108.2208,22.99,88,20,1.54,VN,1730421382
511,tchintabaraden,15.8969,5.7985,24.53,17,65,4.61,NE,1730421383
512,thinadhoo,0.5333,72.9333,27.48,60,6,1.3,MV,1730421384
513,imperatriz,-5.5264,-47.4917,27.25,54,86,1.29,BR,1730421386
514,bonthe,7.5264,-12.505,25.42,86,100,1.36,SL,1730421387
515,santa vitoria,-18.8386,-50.1214,24.53,70,58,4.61,BR,1730421388
516,yatou,37.15,122.3833,16.49,73,100,6.7,CN,1730421389
517,balqash,46.8481,74.995,4.15,65,0,5.02,KZ,1730421390
518,mawlaik,23.6333,94.4167,21.63,96,53,0.11,MM,1730421391
519,manokwari,-0.8667,134.0833,28.61,68,1,2.17,ID,1730421392
520,guerrero negro,27.9769,-114.0611,18.38,66,100,6.21,MX,1730421393
521,kerrville,30.0474,-99.1403,23.92,53,0,2.57,US,1730421394
522,raduzhny,62.0961,77.475,-2.53,89,38,4.91,RU,1730421256
523,inongo,-1.95,18.2667,21.13,95,99,0.72,CD,1730421396
524,tobol'sk,58.2,68.2667,1.83,70,100,6.08,RU,1730421397
525,tocopilla,-22.092,-70.1979,18.34,72,33,1.94,CL,1730421398
526,el gouna,27.3942,33.6782,20.79,45,0,5.61,EG,1730421399
527,tengrela,10.4869,-6.4097,24.45,61,8,0.63,CI,1730421400
528,dodge city,37.7528,-100.0171,10.14,55,0,4.63,US,1730421263
529,fuerte olimpo,-21.0415,-57.8738,31.54,39,100,3.64,PY,1730421403
530,bismarck,46.8083,-100.7837,3.69,66,0,2.57,US,1730421404
531,namibe,-15.1961,12.1522,17.46,81,84,2.03,AO,1730421405
532,pawcatuck,41.3773,-71.8337,18.85,86,0,4.12,US,1730421406
533,naracoorte,-36.9579,140.7383,17.84,33,7,3.3,AU,1730421407
534,santa vitoria do palmar,-33.5189,-53.3681,19.22,83,100,6.23,BR,1730421408
535,kindu,-2.95,25.95,19.67,99,99,0.46,CD,1730421409
536,seward,40.907,-97.0989,8.38,77,48,1.01,US,1730421410
537,agat village,13.3886,144.6585,28.75,89,75,5.14,GU,1730421411
538,guigang,23.0964,109.6092,21.27,48,19,2.63,CN,1730421413
539,pallisa,1.145,33.7094,19.67,87,100,0.63,UG,1730421414
540,oamaru,-45.0784,170.9801,14.1,81,100,6.13,NZ,1730421415
541,miri,4.4148,114.0089,27.08,89,20,1.03,MY,1730421416
542,fortaleza,-3.7227,-38.5247,27.07,78,40,3.6,BR,1730421417
543,paramonga,-10.6667,-77.8333,17.38,84,70,2.95,PE,1730421418
544,villarrobledo,39.2699,-2.6012,13.13,81,90,4.98,ES,1730421419
545,berdigestyakh,62.0989,126.6992,-19.5,98,99,0.67,RU,1730421420
546,lautoka,-17.6167,177.4667,28.92,70,40,4.63,FJ,1730421421
547,bloomington,44.8408,-93.2983,3.56,91,100,4.12,US,1730421422
548,schneverdingen,53.1167,9.8,9.46,95,19,5.01,DE,1730421423
549,casper,42.8666,-106.3131,4.36,69,100,4.63,US,1730421211
550,key west,24.5557,-81.7826,27.0,71,0,7.2,US,1730421425
551,vilyuysk,63.7553,121.6247,-21.34,98,93,0.76,RU,1730421426
552,kiffa,16.6166,-11.4045,31.6,15,100,2.88,MR,1730421427
553,naze,28.3667,129.4833,27.51,88,100,6.51,JP,1730421428
554,mawu,34.4307,104.9176,5.33,85,100,1.82,CN,1730421429
555,taltal,-25.4,-70.4833,16.63,79,37,2.84,CL,1730421430
556,kailua-kona,19.6406,-155.9956,29.6,73,75,3.6,US,1730421431
557,tamanrasset,22.785,5.5228,18.95,27,0,5.14,DZ,1730421433
558,talakan,50.3167,130.3667,0.72,94,100,1.6,RU,1730421434
559,sandnessjoen,66.0217,12.6316,1.78,96,100,10.24,NO,1730421435
560,cabinda,-5.55,12.2,25.08,88,100,1.54,AO,1730421436
561,chernyshevskiy,63.0128,112.4714,-18.31,98,98,0.45,RU,1730421437
562,harstad,68.799,16.5293,-0.47,90,100,9.39,NO,1730421438
563,el galpon,-25.3807,-64.6526,21.25,91,100,3.61,AR,1730421439
564,pangai,-19.8,-174.35,28.06,78,40,5.14,TO,1730421440
565,iquique,-20.2208,-70.1431,17.06,82,53,1.57,CL,1730421339
566,noumea,-22.2763,166.4572,24.01,63,0,6.18,NC,1730421442
567,nyurba,63.2842,118.3319,-16.2,94,100,1.32,RU,1730421443
568,san-pedro,4.7485,-6.6363,24.37,93,9,0.76,CI,1730421444
569,barra de santo antonio,-9.4047,-35.5072,24.95,78,100,5.44,BR,1730421446
570,bahia de kino,28.8333,-111.9333,23.76,41,98,4.36,MX,1730421447
571,ingeniero jacobacci,-41.3427,-69.5448,18.01,28,54,8.11,AR,1730421448
572,tayoltita,24.0833,-105.9333,21.18,64,0,0.91,MX,1730421449
573,belyy yar,53.6039,91.3903,-2.06,93,75,2.0,RU,1730421450
574,pizarro,4.9533,-77.366,24.93,91,100,2.22,CO,1730421451
575,pangkalan brandan,4.0238,98.2782,25.0,92,100,0.72,ID,1730421452
576,farafenni,13.5667,-15.6,26.29,72,100,3.55,GM,1730421453
577,keren,15.7778,38.4581,23.31,57,89,0.99,ER,1730421454
578,takaungu,-3.6837,39.8566,25.59,84,57,4.08,KE,1730421455
579,arraial do cabo,-22.9661,-42.0278,22.56,88,1,3.82,BR,1730421456
580,orchha,25.35,78.65,22.99,43,2,1.47,IN,1730421458
581,nadi,-17.8,177.4167,29.0,70,40,4.63,FJ,1730421459
582,antsiranana,-12.2787,49.2917,23.43,85,27,5.28,MG,1730421460
